CODGEO;P21_LOG;P21_RP;P21_RSECOCC;P21_LOGVAC;P21_MAISON;P21_APPART;P21_RP_1P;P10_RP_HABFOR;P10_RP_CASE;P10_RP_MIBOIS;P10_RP_MIDUR
1001;372.387493855914;341.234562367113;13.7072898550724;17.4456416337286;362.548321646553;8.59305494980861;0;;;;
1002;174.93867203683;115.722510420668;44.9604190048634;14.2557426112982;173.0995732852;1.83909875162981;0.919549375814906;;;;
1004;7846.02178904681;6932.83919790318;137.979343506403;775.203247637224;3281.35205915124;4488.25943326036;322.52263041729;;;;
1005;898.44294738601;794.75302490539;7.56072351421191;96.1291989664086;660.199129097204;234.958103574174;6.69364600490727;;;;
1006;73.0277777777778;56.5;9.44444444444444;7.08333333333333;69.8647660818713;3.16301169590643;0;;;;
1007;1294.90573329022;1200.44133344306;42.0982651492781;52.3661346978825;1096.77283776582;196.010895005063;9.54900233702367;;;;
1008;364.95671335928;331.952514464253;6.18828729281762;26.8159116022097;332.669112584225;32.2876007750557;5.29352812548701;;;;
1009;195.94910274768;148.738957060646;24.6313803584529;22.5787653285818;182.383773947381;12.5390212853642;1.09796829820651;;;;
1010;607.003384057552;482.549327313803;70.8100667679953;53.643989975754;535.893777715033;57.0091704892341;1.88129289956145;;;;
1011;193.859950211501;159.525242996767;17.7593313179658;16.5753758967681;164.642803334606;29.2171468768953;0;;;;
1012;218.963797227964;151.754578402151;50.6823617374981;16.5268570883146;204.02104950197;14.9427477259938;0.880323896717926;;;;
1013;124.586956521739;74.5869565217391;37.5;12.5;121.407114624506;2.15810276679842;1.02173913043478;;;;
1014;1508.9770219812;1392.59195582774;14.6703864899315;101.714679663525;994.530178662932;509.625175806844;2.96148192011115;;;;
1015;424.522662398448;303.839850312575;75.9469420885236;44.7358699973495;414.022485596267;8.41943866276928;2.12322796938225;;;;
1016;218.079225758081;184.788476859403;17.1497797356827;16.1409691629955;215.044030835079;2.01942042510455;0;;;;
1017;323.368839145928;199.541082794535;52.9263797308373;70.9013766205556;263.300956494167;48.1669776630839;4.78698901375013;;;;
1019;28;13;14;1;27;1;0;;;;
1021;619.354072896994;570.877327572232;16.1589151082541;32.3178302165081;506.582474724248;112.771598172746;2.15327662917598;;;;
1022;737.206083144703;581.492733434598;40.6639957841675;115.049353925937;525.474172230844;206.820645759107;9.49621490201889;;;;
1023;46.4473684210526;34.4473684210526;7;5;44.4342105263158;0;1.01315789473684;;;;
1024;1509.86540219835;1412.45724938626;17.1896740256621;80.218478786423;1195.17783624729;295.780668898777;23.6340202990324;;;;
1025;1750.71273181019;1617.0644938858;25.3121662735578;108.336071650828;1667.9974392331;78.6224737147553;18.7428333600091;;;;
